"","competition_id","competition_name","competition_gender","competition_country","competition_season","competition_round","match_id","date","city","arena_id","arena_name","neutral_arena","attendance","home_id","home_name","away_id","away_name","winner_id","winner_name","result_home","result_away","result_home_first_half","result_away_first_half","result_home_second_half","result_away_second_half","result_home_ot1_first_half","result_away_ot1_first_half","result_home_ot1_second_half","result_away_ot1_second_half","result_home_ot2_first_half","result_away_ot2_first_half","result_home_ot2_second_half","result_away_ot2_second_half","result_home_penalty","result_away_penalty"
"6471",1,"HBL","male","Germany","2001/02","15","0",2001-12-07,NA,"","","",1700,1,"HSG D/M Wetzlar",19,"TV Großwallstadt","draw","draw",24,24,0,0,24,24,0,0,NA,NA,"","","","",0,0
"6472",1,"HBL","male","Germany","2001/02","15","0",2001-12-05,NA,"","","",2000,32,"ThSV Eisenach",168,"SG Wallau-Massenheim","32","ThSV Eisenach",21,17,0,0,21,17,0,0,NA,NA,"","","","",0,0
"6473",1,"HBL","male","Germany","2001/02","15","0",2001-12-05,NA,"","","",7500,4,"SC Magdeburg",5,"SG Flensburg-Handewitt","4","SC Magdeburg",33,29,0,0,33,29,0,0,NA,NA,"","","","",0,0
"6474",1,"HBL","male","Germany","2001/02","15","0",2001-12-05,NA,"","","",2560,204,"SV Post Schwerin",9,"TBV Lemgo","9","TBV Lemgo",27,34,0,0,27,34,0,0,NA,NA,"","","","",0,0
"6475",1,"HBL","male","Germany","2001/02","15","0",2001-12-04,NA,"","","",1500,180,"SG Willstätt/Schutterwald",57,"HSG Nordhorn","57","HSG Nordhorn",22,33,0,0,22,33,0,0,NA,NA,"","","","",0,0
"6476",1,"HBL","male","Germany","2001/02","15","0",2001-12-05,NA,"","","",9730,18,"THW Kiel",25,"TuSEM Essen","25","TuSEM Essen",32,33,0,0,32,33,0,0,NA,NA,"","","","",0,0
"6477",1,"HBL","male","Germany","2001/02","7","0",2001-10-13,NA,"","","",2000,32,"ThSV Eisenach",732,"SG VfL/BHW Hameln","32","ThSV Eisenach",21,20,0,0,21,20,0,0,NA,NA,"","","","",0,0
"6478",1,"HBL","male","Germany","2001/02","7","0",2001-10-13,NA,"","","",1900,14,"SG Solingen",10,"TSV GWD Minden","10","TSV GWD Minden",24,30,0,0,24,30,0,0,NA,NA,"","","","",0,0
"6479",1,"HBL","male","Germany","2001/02","7","0",2001-10-12,NA,"","","",1500,180,"SG Willstätt/Schutterwald",1,"HSG D/M Wetzlar","1","HSG D/M Wetzlar",27,29,0,0,27,29,0,0,NA,NA,"","","","",0,0
"6480",1,"HBL","male","Germany","2001/02","7","0",2001-10-12,NA,"","","",6100,4,"SC Magdeburg",204,"SV Post Schwerin","4","SC Magdeburg",35,19,0,0,35,19,0,0,NA,NA,"","","","",0,0
"6481",1,"HBL","male","Germany","2001/02","7","0",2001-11-14,NA,"","","",4200,11,"Frisch Auf Göppingen",25,"TuSEM Essen","25","TuSEM Essen",24,31,0,0,24,31,0,0,NA,NA,"","","","",0,0
"6482",1,"HBL","male","Germany","2001/02","7","0",2001-10-13,NA,"","","",3250,5,"SG Flensburg-Handewitt",19,"TV Großwallstadt","5","SG Flensburg-Handewitt",30,25,0,0,30,25,0,0,NA,NA,"","","","",0,0
"6483",1,"HBL","male","Germany","2001/02","7","0",2001-10-13,NA,"","","",4200,168,"SG Wallau-Massenheim",9,"TBV Lemgo","draw","draw",28,28,0,0,28,28,0,0,NA,NA,"","","","",0,0
"6484",1,"HBL","male","Germany","2001/02","7","0",2001-10-14,NA,"","","",2000,57,"HSG Nordhorn",66,"SG VfL Bad Schwartau-Lübeck","57","HSG Nordhorn",23,20,0,0,23,20,0,0,NA,NA,"","","","",0,0
"6485",1,"HBL","male","Germany","2001/02","7","0",2001-11-30,NA,"","","",18576,7,"VfL Gummersbach",18,"THW Kiel","18","THW Kiel",25,29,0,0,25,29,0,0,NA,NA,"","","","",0,0
"6486",1,"HBL","male","Germany","2001/02","10","0",2001-10-28,NA,"","","",3900,204,"SV Post Schwerin",7,"VfL Gummersbach","204","SV Post Schwerin",26,23,0,0,26,23,0,0,NA,NA,"","","","",0,0
"6487",1,"HBL","male","Germany","2001/02","10","0",2001-10-27,NA,"","","",1300,66,"SG VfL Bad Schwartau-Lübeck",14,"SG Solingen","66","SG VfL Bad Schwartau-Lübeck",24,20,0,0,24,20,0,0,NA,NA,"","","","",0,0
"6488",1,"HBL","male","Germany","2001/02","10","0",2001-10-28,NA,"","","",1900,19,"TV Großwallstadt",32,"ThSV Eisenach","draw","draw",27,27,0,0,27,27,0,0,NA,NA,"","","","",0,0
"6489",1,"HBL","male","Germany","2001/02","10","0",2001-11-11,NA,"","","",2000,10,"TSV GWD Minden",180,"SG Willstätt/Schutterwald","10","TSV GWD Minden",33,27,0,0,33,27,0,0,NA,NA,"","","","",0,0
"6490",1,"HBL","male","Germany","2001/02","10","0",2001-10-27,NA,"","","",1500,1,"HSG D/M Wetzlar",11,"Frisch Auf Göppingen","11","Frisch Auf Göppingen",27,28,0,0,27,28,0,0,NA,NA,"","","","",0,0
"6491",1,"HBL","male","Germany","2001/02","10","0",2001-10-28,NA,"","","",3500,25,"TuSEM Essen",168,"SG Wallau-Massenheim","25","TuSEM Essen",38,28,0,0,38,28,0,0,NA,NA,"","","","",0,0
"6492",1,"HBL","male","Germany","2001/02","10","0",2001-10-10,NA,"","","",3800,9,"TBV Lemgo",4,"SC Magdeburg","9","TBV Lemgo",31,29,0,0,31,29,0,0,NA,NA,"","","","",0,0
"6493",1,"HBL","male","Germany","2001/02","10","0",2001-10-10,NA,"","","",2200,57,"HSG Nordhorn",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",29,32,0,0,29,32,0,0,NA,NA,"","","","",0,0
"6494",1,"HBL","male","Germany","2001/02","10","0",2001-11-27,NA,"","","",1300,732,"SG VfL/BHW Hameln",18,"THW Kiel","18","THW Kiel",21,30,0,0,21,30,0,0,NA,NA,"","","","",0,0
"6495",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",2475,204,"SV Post Schwerin",732,"SG VfL/BHW Hameln","204","SV Post Schwerin",26,23,0,0,26,23,0,0,NA,NA,"","","","",0,0
"6496",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",1500,180,"SG Willstätt/Schutterwald",66,"SG VfL Bad Schwartau-Lübeck","66","SG VfL Bad Schwartau-Lübeck",22,23,0,0,22,23,0,0,NA,NA,"","","","",0,0
"6497",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",1400,1,"HSG D/M Wetzlar",10,"TSV GWD Minden","draw","draw",27,27,0,0,27,27,0,0,NA,NA,"","","","",0,0
"6498",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",4300,11,"Frisch Auf Göppingen",168,"SG Wallau-Massenheim","168","SG Wallau-Massenheim",21,29,0,0,21,29,0,0,NA,NA,"","","","",0,0
"6499",1,"HBL","male","Germany","2001/02","13","0",2001-11-28,NA,"","","",6000,4,"SC Magdeburg",25,"TuSEM Essen","4","SC Magdeburg",28,24,0,0,28,24,0,0,NA,NA,"","","","",0,0
"6500",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",2200,14,"SG Solingen",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",25,29,0,0,25,29,0,0,NA,NA,"","","","",0,0
"6501",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",1200,7,"VfL Gummersbach",9,"TBV Lemgo","7","VfL Gummersbach",24,23,0,0,24,23,0,0,NA,NA,"","","","",0,0
"6502",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",2450,32,"ThSV Eisenach",57,"HSG Nordhorn","57","HSG Nordhorn",20,31,0,0,20,31,0,0,NA,NA,"","","","",0,0
"6503",1,"HBL","male","Germany","2001/02","13","0",2001-11-24,NA,"","","",9730,18,"THW Kiel",19,"TV Großwallstadt","18","THW Kiel",35,21,0,0,35,21,0,0,NA,NA,"","","","",0,0
"6504",1,"HBL","male","Germany","2001/02","12","0",2001-11-18,NA,"","","",2860,204,"SV Post Schwerin",11,"Frisch Auf Göppingen","11","Frisch Auf Göppingen",19,26,0,0,19,26,0,0,NA,NA,"","","","",0,0
"6505",1,"HBL","male","Germany","2001/02","12","0",2001-11-18,NA,"","","",1300,19,"TV Großwallstadt",180,"SG Willstätt/Schutterwald","19","TV Großwallstadt",33,24,0,0,33,24,0,0,NA,NA,"","","","",0,0
"6506",1,"HBL","male","Germany","2001/02","12","0",2001-11-18,NA,"","","",2200,10,"TSV GWD Minden",7,"VfL Gummersbach","10","TSV GWD Minden",25,21,0,0,25,21,0,0,NA,NA,"","","","",0,0
"6507",1,"HBL","male","Germany","2001/02","12","0",2001-11-17,NA,"","","",1300,732,"SG VfL/BHW Hameln",1,"HSG D/M Wetzlar","1","HSG D/M Wetzlar",23,29,0,0,23,29,0,0,NA,NA,"","","","",0,0
"6508",1,"HBL","male","Germany","2001/02","12","0",2001-11-14,NA,"","","",2200,66,"SG VfL Bad Schwartau-Lübeck",4,"SC Magdeburg","66","SG VfL Bad Schwartau-Lübeck",27,25,0,0,27,25,0,0,NA,NA,"","","","",0,0
"6509",1,"HBL","male","Germany","2001/02","12","0",2001-11-18,NA,"","","",3500,25,"TuSEM Essen",32,"ThSV Eisenach","25","TuSEM Essen",36,30,0,0,36,30,0,0,NA,NA,"","","","",0,0
"6510",1,"HBL","male","Germany","2001/02","12","0",2001-11-14,NA,"","","",3200,5,"SG Flensburg-Handewitt",168,"SG Wallau-Massenheim","168","SG Wallau-Massenheim",30,31,0,0,30,31,0,0,NA,NA,"","","","",0,0
"6511",1,"HBL","male","Germany","2001/02","12","0",2001-11-18,NA,"","","",2800,57,"HSG Nordhorn",14,"SG Solingen","14","SG Solingen",23,26,0,0,23,26,0,0,NA,NA,"","","","",0,0
"6512",1,"HBL","male","Germany","2001/02","12","0",2001-11-14,NA,"","","",3870,9,"TBV Lemgo",18,"THW Kiel","draw","draw",26,26,0,0,26,26,0,0,NA,NA,"","","","",0,0
"6513",1,"HBL","male","Germany","2001/02","11","0",2001-11-10,NA,"","","",700,7,"VfL Gummersbach",732,"SG VfL/BHW Hameln","7","VfL Gummersbach",21,20,0,0,21,20,0,0,NA,NA,"","","","",0,0
"6514",1,"HBL","male","Germany","2001/02","11","0",2001-11-07,NA,"","","",2000,32,"ThSV Eisenach",66,"SG VfL Bad Schwartau-Lübeck","32","ThSV Eisenach",23,20,0,0,23,20,0,0,NA,NA,"","","","",0,0
"6515",1,"HBL","male","Germany","2001/02","11","0",2001-11-09,NA,"","","",1250,1,"HSG D/M Wetzlar",204,"SV Post Schwerin","1","HSG D/M Wetzlar",30,24,0,0,30,24,0,0,NA,NA,"","","","",0,0
"6516",1,"HBL","male","Germany","2001/02","11","0",2001-11-07,NA,"","","",4800,4,"SC Magdeburg",19,"TV Großwallstadt","4","SC Magdeburg",24,23,0,0,24,23,0,0,NA,NA,"","","","",0,0
"6517",1,"HBL","male","Germany","2001/02","11","0",2001-11-10,NA,"","","",2100,14,"SG Solingen",25,"TuSEM Essen","25","TuSEM Essen",22,24,0,0,22,24,0,0,NA,NA,"","","","",0,0
"6518",1,"HBL","male","Germany","2001/02","11","0",2001-11-07,NA,"","","",4300,11,"Frisch Auf Göppingen",5,"SG Flensburg-Handewitt","11","Frisch Auf Göppingen",28,26,0,0,28,26,0,0,NA,NA,"","","","",0,0
"6519",1,"HBL","male","Germany","2001/02","11","0",2001-11-07,NA,"","","",1900,180,"SG Willstätt/Schutterwald",9,"TBV Lemgo","9","TBV Lemgo",23,25,0,0,23,25,0,0,NA,NA,"","","","",0,0
"6520",1,"HBL","male","Germany","2001/02","11","0",2001-11-07,NA,"","","",2800,57,"HSG Nordhorn",168,"SG Wallau-Massenheim","57","HSG Nordhorn",38,26,0,0,38,26,0,0,NA,NA,"","","","",0,0
"6521",1,"HBL","male","Germany","2001/02","11","0",2001-11-07,NA,"","","",9730,18,"THW Kiel",10,"TSV GWD Minden","18","THW Kiel",33,24,0,0,33,24,0,0,NA,NA,"","","","",0,0
"6522",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",1600,180,"SG Willstätt/Schutterwald",732,"SG VfL/BHW Hameln","draw","draw",21,21,0,0,21,21,0,0,NA,NA,"","","","",0,0
"6523",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",1200,14,"SG Solingen",19,"TV Großwallstadt","19","TV Großwallstadt",17,28,0,0,17,28,0,0,NA,NA,"","","","",0,0
"6524",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",800,7,"VfL Gummersbach",1,"HSG D/M Wetzlar","7","VfL Gummersbach",25,24,0,0,25,24,0,0,NA,NA,"","","","",0,0
"6525",1,"HBL","male","Germany","2001/02","9","0",2001-10-23,NA,"","","",1600,168,"SG Wallau-Massenheim",66,"SG VfL Bad Schwartau-Lübeck","168","SG Wallau-Massenheim",28,24,0,0,28,24,0,0,NA,NA,"","","","",0,0
"6526",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",4500,4,"SC Magdeburg",10,"TSV GWD Minden","draw","draw",26,26,0,0,26,26,0,0,NA,NA,"","","","",0,0
"6527",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",3200,5,"SG Flensburg-Handewitt",25,"TuSEM Essen","5","SG Flensburg-Handewitt",25,22,0,0,25,22,0,0,NA,NA,"","","","",0,0
"6528",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",2500,32,"ThSV Eisenach",9,"TBV Lemgo","9","TBV Lemgo",25,28,0,0,25,28,0,0,NA,NA,"","","","",0,0
"6529",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",5100,11,"Frisch Auf Göppingen",57,"HSG Nordhorn","57","HSG Nordhorn",26,28,0,0,26,28,0,0,NA,NA,"","","","",0,0
"6530",1,"HBL","male","Germany","2001/02","9","0",2001-10-24,NA,"","","",9730,18,"THW Kiel",204,"SV Post Schwerin","18","THW Kiel",34,21,0,0,34,21,0,0,NA,NA,"","","","",0,0
"6531",1,"HBL","male","Germany","2001/02","8","0",2001-11-14,NA,"","","",2350,204,"SV Post Schwerin",180,"SG Willstätt/Schutterwald","180","SG Willstätt/Schutterwald",22,24,0,0,22,24,0,0,NA,NA,"","","","",0,0
"6532",1,"HBL","male","Germany","2001/02","8","0",2001-10-20,NA,"","","",1200,7,"VfL Gummersbach",11,"Frisch Auf Göppingen","11","Frisch Auf Göppingen",25,27,0,0,25,27,0,0,NA,NA,"","","","",0,0
"6533",1,"HBL","male","Germany","2001/02","8","0",2001-10-20,NA,"","","",2300,10,"TSV GWD Minden",32,"ThSV Eisenach","32","ThSV Eisenach",24,25,0,0,24,25,0,0,NA,NA,"","","","",0,0
"6534",1,"HBL","male","Germany","2001/02","8","0",2001-10-21,NA,"","","",2900,19,"TV Großwallstadt",168,"SG Wallau-Massenheim","draw","draw",22,22,0,0,22,22,0,0,NA,NA,"","","","",0,0
"6535",1,"HBL","male","Germany","2001/02","8","0",2001-10-21,NA,"","","",2000,732,"SG VfL/BHW Hameln",4,"SC Magdeburg","4","SC Magdeburg",19,27,0,0,19,27,0,0,NA,NA,"","","","",0,0
"6536",1,"HBL","male","Germany","2001/02","8","0",2001-10-19,NA,"","","",2800,66,"SG VfL Bad Schwartau-Lübeck",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",27,30,0,0,27,30,0,0,NA,NA,"","","","",0,0
"6537",1,"HBL","male","Germany","2001/02","8","0",2001-10-20,NA,"","","",3480,9,"TBV Lemgo",14,"SG Solingen","9","TBV Lemgo",30,21,0,0,30,21,0,0,NA,NA,"","","","",0,0
"6538",1,"HBL","male","Germany","2001/02","8","0",2001-12-09,NA,"","","",6000,25,"TuSEM Essen",57,"HSG Nordhorn","57","HSG Nordhorn",24,27,0,0,24,27,0,0,NA,NA,"","","","",0,0
"6539",1,"HBL","male","Germany","2001/02","8","0",2001-10-19,NA,"","","",1800,1,"HSG D/M Wetzlar",18,"THW Kiel","draw","draw",22,22,0,0,22,22,0,0,NA,NA,"","","","",0,0
"6540",1,"HBL","male","Germany","2001/02","2","0",2001-10-16,NA,"","","",1400,180,"SG Willstätt/Schutterwald",32,"ThSV Eisenach","180","SG Willstätt/Schutterwald",32,22,0,0,32,22,0,0,NA,NA,"","","","",0,0
"6541",1,"HBL","male","Germany","2001/02","2","0",2001-09-15,NA,"","","",1800,10,"TSV GWD Minden",66,"SG VfL Bad Schwartau-Lübeck","10","TSV GWD Minden",31,20,0,0,31,20,0,0,NA,NA,"","","","",0,0
"6542",1,"HBL","male","Germany","2001/02","2","0",2001-09-16,NA,"","","",1000,7,"VfL Gummersbach",168,"SG Wallau-Massenheim","168","SG Wallau-Massenheim",20,23,0,0,20,23,0,0,NA,NA,"","","","",0,0
"6543",1,"HBL","male","Germany","2001/02","2","0",2001-09-12,NA,"","","",4000,4,"SC Magdeburg",11,"Frisch Auf Göppingen","4","SC Magdeburg",22,19,0,0,22,19,0,0,NA,NA,"","","","",0,0
"6544",1,"HBL","male","Germany","2001/02","2","0",2001-09-12,NA,"","","",1400,732,"SG VfL/BHW Hameln",25,"TuSEM Essen","25","TuSEM Essen",31,36,0,0,31,36,0,0,NA,NA,"","","","",0,0
"6545",1,"HBL","male","Germany","2001/02","2","0",2001-11-28,NA,"","","",1600,1,"HSG D/M Wetzlar",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",27,34,0,0,27,34,0,0,NA,NA,"","","","",0,0
"6546",1,"HBL","male","Germany","2001/02","2","0",2001-09-15,NA,"","","",3425,9,"TBV Lemgo",19,"TV Großwallstadt","9","TBV Lemgo",31,20,0,0,31,20,0,0,NA,NA,"","","","",0,0
"6547",1,"HBL","male","Germany","2001/02","2","0",2001-09-16,NA,"","","",3200,204,"SV Post Schwerin",57,"HSG Nordhorn","draw","draw",24,24,0,0,24,24,0,0,NA,NA,"","","","",0,0
"6548",1,"HBL","male","Germany","2001/02","2","0",2001-10-17,NA,"","","",9730,18,"THW Kiel",14,"SG Solingen","18","THW Kiel",31,20,0,0,31,20,0,0,NA,NA,"","","","",0,0
"6549",1,"HBL","male","Germany","2001/02","14","0",2001-12-04,NA,"","","",800,732,"SG VfL/BHW Hameln",11,"Frisch Auf Göppingen","732","SG VfL/BHW Hameln",31,24,0,0,31,24,0,0,NA,NA,"","","","",0,0
"6550",1,"HBL","male","Germany","2001/02","14","0",2001-12-02,NA,"","","",2200,19,"TV Großwallstadt",7,"VfL Gummersbach","19","TV Großwallstadt",21,20,0,0,21,20,0,0,NA,NA,"","","","",0,0
"6551",1,"HBL","male","Germany","2001/02","14","0",2001-12-02,NA,"","","",1800,10,"TSV GWD Minden",204,"SV Post Schwerin","10","TSV GWD Minden",36,27,0,0,36,27,0,0,NA,NA,"","","","",0,0
"6552",1,"HBL","male","Germany","2001/02","14","0",2001-12-01,NA,"","","",3500,168,"SG Wallau-Massenheim",14,"SG Solingen","168","SG Wallau-Massenheim",26,25,0,0,26,25,0,0,NA,NA,"","","","",0,0
"6553",1,"HBL","male","Germany","2001/02","14","0",2001-12-01,NA,"","","",3000,25,"TuSEM Essen",180,"SG Willstätt/Schutterwald","25","TuSEM Essen",38,25,0,0,38,25,0,0,NA,NA,"","","","",0,0
"6554",1,"HBL","male","Germany","2001/02","14","0",2001-12-02,NA,"","","",6000,5,"SG Flensburg-Handewitt",32,"ThSV Eisenach","5","SG Flensburg-Handewitt",30,22,0,0,30,22,0,0,NA,NA,"","","","",0,0
"6555",1,"HBL","male","Germany","2001/02","14","0",2001-12-01,NA,"","","",3611,9,"TBV Lemgo",1,"HSG D/M Wetzlar","9","TBV Lemgo",27,20,0,0,27,20,0,0,NA,NA,"","","","",0,0
"6556",1,"HBL","male","Germany","2001/02","14","0",2001-10-17,NA,"","","",2600,57,"HSG Nordhorn",4,"SC Magdeburg","57","HSG Nordhorn",33,21,0,0,33,21,0,0,NA,NA,"","","","",0,0
"6557",1,"HBL","male","Germany","2001/02","14","0",2001-10-10,NA,"","","",2900,66,"SG VfL Bad Schwartau-Lübeck",18,"THW Kiel","66","SG VfL Bad Schwartau-Lübeck",24,22,0,0,24,22,0,0,NA,NA,"","","","",0,0
"6558",1,"HBL","male","Germany","2001/02","6","0",2001-10-06,NA,"","","",1200,732,"SG VfL/BHW Hameln",14,"SG Solingen","14","SG Solingen",25,27,0,0,25,27,0,0,NA,NA,"","","","",0,0
"6559",1,"HBL","male","Germany","2001/02","6","0",2001-10-06,NA,"","","",700,7,"VfL Gummersbach",180,"SG Willstätt/Schutterwald","draw","draw",26,26,0,0,26,26,0,0,NA,NA,"","","","",0,0
"6560",1,"HBL","male","Germany","2001/02","6","0",2001-10-07,NA,"","","",3750,204,"SV Post Schwerin",32,"ThSV Eisenach","32","ThSV Eisenach",19,29,0,0,19,29,0,0,NA,NA,"","","","",0,0
"6561",1,"HBL","male","Germany","2001/02","6","0",2001-10-07,NA,"","","",2200,10,"TSV GWD Minden",168,"SG Wallau-Massenheim","10","TSV GWD Minden",36,33,0,0,36,33,0,0,NA,NA,"","","","",0,0
"6562",1,"HBL","male","Germany","2001/02","6","0",2001-10-06,NA,"","","",1700,1,"HSG D/M Wetzlar",4,"SC Magdeburg","4","SC Magdeburg",27,28,0,0,27,28,0,0,NA,NA,"","","","",0,0
"6563",1,"HBL","male","Germany","2001/02","6","0",2001-10-06,NA,"","","",1600,66,"SG VfL Bad Schwartau-Lübeck",25,"TuSEM Essen","25","TuSEM Essen",19,26,0,0,19,26,0,0,NA,NA,"","","","",0,0
"6564",1,"HBL","male","Germany","2001/02","6","0",2001-10-06,NA,"","","",3716,9,"TBV Lemgo",5,"SG Flensburg-Handewitt","9","TBV Lemgo",27,24,0,0,27,24,0,0,NA,NA,"","","","",0,0
"6565",1,"HBL","male","Germany","2001/02","6","0",2001-10-07,NA,"","","",1800,19,"TV Großwallstadt",57,"HSG Nordhorn","draw","draw",26,26,0,0,26,26,0,0,NA,NA,"","","","",0,0
"6566",1,"HBL","male","Germany","2001/02","6","0",2001-10-06,NA,"","","",9730,18,"THW Kiel",11,"Frisch Auf Göppingen","18","THW Kiel",28,22,0,0,28,22,0,0,NA,NA,"","","","",0,0
"6567",1,"HBL","male","Germany","2001/02","5","0",2001-09-29,NA,"","","",1600,14,"SG Solingen",204,"SV Post Schwerin","204","SV Post Schwerin",29,32,0,0,29,32,0,0,NA,NA,"","","","",0,0
"6568",1,"HBL","male","Germany","2001/02","5","0",2001-09-29,NA,"","","",4200,11,"Frisch Auf Göppingen",66,"SG VfL Bad Schwartau-Lübeck","11","Frisch Auf Göppingen",27,23,0,0,27,23,0,0,NA,NA,"","","","",0,0
"6569",1,"HBL","male","Germany","2001/02","5","0",2001-09-29,NA,"","","",2000,32,"ThSV Eisenach",1,"HSG D/M Wetzlar","1","HSG D/M Wetzlar",28,34,0,0,28,34,0,0,NA,NA,"","","","",0,0
"6570",1,"HBL","male","Germany","2001/02","5","0",2001-09-29,NA,"","","",1500,168,"SG Wallau-Massenheim",732,"SG VfL/BHW Hameln","168","SG Wallau-Massenheim",43,21,0,0,43,21,0,0,NA,NA,"","","","",0,0
"6571",1,"HBL","male","Germany","2001/02","5","0",2001-09-28,NA,"","","",6100,4,"SC Magdeburg",7,"VfL Gummersbach","4","SC Magdeburg",30,20,0,0,30,20,0,0,NA,NA,"","","","",0,0
"6572",1,"HBL","male","Germany","2001/02","5","0",2001-09-29,NA,"","","",1800,25,"TuSEM Essen",19,"TV Großwallstadt","25","TuSEM Essen",36,19,0,0,36,19,0,0,NA,NA,"","","","",0,0
"6573",1,"HBL","male","Germany","2001/02","5","0",2001-09-29,NA,"","","",3200,5,"SG Flensburg-Handewitt",10,"TSV GWD Minden","5","SG Flensburg-Handewitt",37,23,0,0,37,23,0,0,NA,NA,"","","","",0,0
"6574",1,"HBL","male","Germany","2001/02","5","0",2001-09-30,NA,"","","",2400,57,"HSG Nordhorn",9,"TBV Lemgo","9","TBV Lemgo",20,21,0,0,20,21,0,0,NA,NA,"","","","",0,0
"6575",1,"HBL","male","Germany","2001/02","5","0",2001-09-30,NA,"","","",10000,18,"THW Kiel",180,"SG Willstätt/Schutterwald","18","THW Kiel",32,27,0,0,32,27,0,0,NA,NA,"","","","",0,0
"6576",1,"HBL","male","Germany","2001/02","4","0",2001-09-23,NA,"","","",1500,180,"SG Willstätt/Schutterwald",11,"Frisch Auf Göppingen","180","SG Willstätt/Schutterwald",26,23,0,0,26,23,0,0,NA,NA,"","","","",0,0
"6577",1,"HBL","male","Germany","2001/02","4","0",2001-09-23,NA,"","","",900,19,"TV Großwallstadt",66,"SG VfL Bad Schwartau-Lübeck","19","TV Großwallstadt",27,25,0,0,27,25,0,0,NA,NA,"","","","",0,0
"6578",1,"HBL","male","Germany","2001/02","4","0",2001-09-22,NA,"","","",1000,7,"VfL Gummersbach",32,"ThSV Eisenach","7","VfL Gummersbach",27,22,0,0,27,22,0,0,NA,NA,"","","","",0,0
"6579",1,"HBL","male","Germany","2001/02","4","0",2001-09-22,NA,"","","",1300,1,"HSG D/M Wetzlar",14,"SG Solingen","1","HSG D/M Wetzlar",30,27,0,0,30,27,0,0,NA,NA,"","","","",0,0
"6580",1,"HBL","male","Germany","2001/02","4","0",2001-09-23,NA,"","","",3400,204,"SV Post Schwerin",168,"SG Wallau-Massenheim","168","SG Wallau-Massenheim",23,30,0,0,23,30,0,0,NA,NA,"","","","",0,0
"6581",1,"HBL","male","Germany","2001/02","4","0",2001-09-23,NA,"","","",1300,732,"SG VfL/BHW Hameln",5,"SG Flensburg-Handewitt","draw","draw",25,25,0,0,25,25,0,0,NA,NA,"","","","",0,0
"6582",1,"HBL","male","Germany","2001/02","4","0",2001-09-22,NA,"","","",3512,9,"TBV Lemgo",25,"TuSEM Essen","9","TBV Lemgo",27,23,0,0,27,23,0,0,NA,NA,"","","","",0,0
"6583",1,"HBL","male","Germany","2001/02","4","0",2001-09-23,NA,"","","",2500,10,"TSV GWD Minden",57,"HSG Nordhorn","10","TSV GWD Minden",32,28,0,0,32,28,0,0,NA,NA,"","","","",0,0
"6584",1,"HBL","male","Germany","2001/02","4","0",2001-09-22,NA,"","","",10000,18,"THW Kiel",4,"SC Magdeburg","18","THW Kiel",30,28,0,0,30,28,0,0,NA,NA,"","","","",0,0
"6585",1,"HBL","male","Germany","2001/02","3","0",2001-09-19,NA,"","","",1800,14,"SG Solingen",7,"VfL Gummersbach","14","SG Solingen",26,23,0,0,26,23,0,0,NA,NA,"","","","",0,0
"6586",1,"HBL","male","Germany","2001/02","3","0",2001-09-19,NA,"","","",4000,11,"Frisch Auf Göppingen",19,"TV Großwallstadt","11","Frisch Auf Göppingen",34,26,0,0,34,26,0,0,NA,NA,"","","","",0,0
"6587",1,"HBL","male","Germany","2001/02","3","0",2001-09-19,NA,"","","",1900,168,"SG Wallau-Massenheim",1,"HSG D/M Wetzlar","168","SG Wallau-Massenheim",25,23,0,0,25,23,0,0,NA,NA,"","","","",0,0
"6588",1,"HBL","male","Germany","2001/02","3","0",2001-09-19,NA,"","","",3500,4,"SC Magdeburg",180,"SG Willstätt/Schutterwald","4","SC Magdeburg",29,23,0,0,29,23,0,0,NA,NA,"","","","",0,0
"6589",1,"HBL","male","Germany","2001/02","3","0",2001-09-19,NA,"","","",2000,25,"TuSEM Essen",10,"TSV GWD Minden","25","TuSEM Essen",27,25,0,0,27,25,0,0,NA,NA,"","","","",0,0
"6590",1,"HBL","male","Germany","2001/02","3","0",2001-09-19,NA,"","","",3200,5,"SG Flensburg-Handewitt",204,"SV Post Schwerin","5","SG Flensburg-Handewitt",26,19,0,0,26,19,0,0,NA,NA,"","","","",0,0
